Student_Number,Course_Number,Section_Number,Dateenrolled,DateLeft,Term_Number,SchoolID,Section_ID_Internal
28112,ADVHS01,112,,,3600,13000,ADVHS01.12
28112,E1101,104,,,3600,13000,E1101.4
28112,I1204,102,,,3600,13000,I1204.2
28112,OA1319,101,,,3600,13000,OA1319.1
28112,OC1305,104,,,3600,13000,OC1305.4
28112,OH1305,102,,,3600,13000,OH1305.2
28112,OJ1203,101,,,3600,13000,OJ1203.1
28112,VHS0052,102,,,3600,13000,VHS0052.2
29041,A1006,107,,,3600,13000,A1006.7
29041,ADVHS01,116,,,3600,13000,ADVHS01.16
29041,B1001,106,,,3600,13000,B1001.6
29041,B1006,102,,,3600,13000,B1006.2
29041,E1001,105,,,3600,13000,E1001.5
29041,G1004,101,,,3600,13000,G1004.1
29041,H1206,101,,,3600,13000,H1206.1
29041,I1003,105,,,3600,13000,I1003.5
29041,OZ1207,102,,,3600,13000,OZ1207.2
30120,A0901,104,,,3600,13000,A0901.4
30120,ADVHS01,109,,,3600,13000,ADVHS01.9
30120,B0901,107,,,3600,13000,B0901.7
30120,E0901,105,,,3600,13000,E0901.5
30120,G0901,106,,,3600,13000,G0901.6
30120,H0904,102,,,3600,13000,H0904.2
30120,I1003,101,,,3600,13000,I1003.1
30120,J0901,103,,,3600,13000,J0901.3
30120,OC1305,101,,,3600,13000,OC1305.1
29056,A1006,104,,,3600,13000,A1006.4
29056,ADVHS01,117,,,3600,13000,ADVHS01.17
29056,B1001,103,,,3600,13000,B1001.3
29056,B1006,101,,,3600,13000,B1006.1
29056,C0905,101,,,3600,13000,C0905.1
29056,E1001,103,,,3600,13000,E1001.3
29056,G1004,107,,,3600,13000,G1004.7
29056,I1003,105,,,3600,13000,I1003.5
29056,I1214,101,,,3600,13000,I1214.1
27007,ADVHS01,115,,,3600,13000,ADVHS01.15
27007,E1101,105,,,3600,13000,E1101.5
27007,G1203,101,,,3600,13000,G1203.1
27007,L1301,101,,,3600,13000,L1301.1
27007,L1302,102,,,3600,13000,L1302.2
27007,OC1310,102,,,3600,13000,OC1310.2
27007,OH1305,101,,,3600,13000,OH1305.1
27007,OI1305,104,,,3600,13000,OI1305.4
28181,ADVHS01,113,,,3600,13000,ADVHS01.13
28181,E1101,106,,,3600,13000,E1101.6
28181,G1203,101,,,3600,13000,G1203.1
28181,OC1313,101,,,3600,13000,OC1313.1
28181,OC1314,101,,,3600,13000,OC1314.1
28181,OH1305,103,,,3600,13000,OH1305.3
28181,OI1003,102,,,3600,13000,OI1003.2
29145,A1006,107,,,3600,13000,A1006.7
29145,ADVHS01,117,,,3600,13000,ADVHS01.17
29145,B1001,101,,,3600,13000,B1001.1
29145,B1006,101,,,3600,13000,B1006.1
29145,C0904,101,,,3600,13000,C0904.1
29145,E1001,105,,,3600,13000,E1001.5
29145,G1004,102,,,3600,13000,G1004.2
29145,H1001,102,,,3600,13000,H1001.2
29145,I1003,105,,,3600,13000,I1003.5
28084,ADVHS01,110,,,3600,13000,ADVHS01.10
28084,C0905,101,,,3600,13000,C0905.1
28084,E1101,105,,,3600,13000,E1101.5
28084,G1203,103,,,3600,13000,G1203.3
28084,H1206,102,,,3600,13000,H1206.2
28084,OJ1203,101,,,3600,13000,OJ1203.1
30047,ADVHS01,103,,,3600,13000,ADVHS01.3
30047,B0901,104,,,3600,13000,B0901.4
30047,E0901,101,,,3600,13000,E0901.1
30047,G0901,103,,,3600,13000,G0901.3
30047,H0904,104,,,3600,13000,H0904.4
30047,I1003,101,,,3600,13000,I1003.1
30047,J0903,102,,,3600,13000,J0903.2
30047,OC1305,103,,,3600,13000,OC1305.3
30114,A0901,101,,,3600,13000,A0901.1
30114,ADVHS01,114,,,3600,13000,ADVHS01.14
30114,B0901,105,,,3600,13000,B0901.5
30114,C0904,103,,,3600,13000,C0904.3
30114,E0901,102,,,3600,13000,E0901.2
30114,G0901,104,,,3600,13000,G0901.4
30114,H0904,104,,,3600,13000,H0904.4
30114,I0903,103,,,3600,13000,I0903.3
30114,J0901,101,,,3600,13000,J0901.1
30014,A0901,101,,,3600,13000,A0901.1
30014,ADVHS01,132,,,3600,13000,ADVHS01.32
30014,B0901,105,,,3600,13000,B0901.5
30014,E0901,102,,,3600,13000,E0901.2
30014,G0901,101,,,3600,13000,G0901.1
30014,I0903,102,,,3600,13000,I0903.2
30014,J0903,103,,,3600,13000,J0903.3
30014,OC1305,102,,,3600,13000,OC1305.2
30112,A0901,104,,,3600,13000,A0901.4
30112,ADVHS01,110,,,3600,13000,ADVHS01.10
30112,B0901,102,,,3600,13000,B0901.2
30112,E0901,105,,,3600,13000,E0901.5
30112,G0901,107,,,3600,13000,G0901.7
30112,H0904,104,,,3600,13000,H0904.4
30112,I0903,101,,,3600,13000,I0903.1
30112,J0903,101,,,3600,13000,J0903.1
30112,OC1306,101,,,3600,13000,OC1306.1
30002,A0901,104,,,3600,13000,A0901.4
30002,ADVHS01,115,,,3600,13000,ADVHS01.15
30002,B0901,107,,,3600,13000,B0901.7
30002,E0901,102,,,3600,13000,E0901.2
30002,G0901,103,,,3600,13000,G0901.3
30002,H0904,102,,,3600,13000,H0904.2
30002,I1003,104,,,3600,13000,I1003.4
30002,J0903,101,,,3600,13000,J0903.1
30002,OC1306,101,,,3600,13000,OC1306.1
29040,A1006,105,,,3600,13000,A1006.5
29040,ADVHS01,132,,,3600,13000,ADVHS01.32
29040,B1001,102,,,3600,13000,B1001.2
29040,B1006,102,,,3600,13000,B1006.2
29040,E1001,105,,,3600,13000,E1001.5
29040,G1004,106,,,3600,13000,G1004.6
29040,I1214,101,,,3600,13000,I1214.1
29040,OC1305,102,,,3600,13000,OC1305.2
29040,OI1003,104,,,3600,13000,OI1003.4
29137,A1006,105,,,3600,13000,A1006.5
29137,ADVHS01,129,,,3600,13000,ADVHS01.29
29137,B1001,103,,,3600,13000,B1001.3
29137,C0905,101,,,3600,13000,C0905.1
29137,E1001,104,,,3600,13000,E1001.4
29137,G1004,106,,,3600,13000,G1004.6
29137,I1003,107,,,3600,13000,I1003.7
29137,OZ1323,103,,,3600,13000,OZ1323.3
29120,A1006,104,,,3600,13000,A1006.4
29120,ADVHS01,121,,,3600,13000,ADVHS01.21
29120,B1001,106,,,3600,13000,B1001.6
29120,B1006,101,,,3600,13000,B1006.1
29120,E1001,105,,,3600,13000,E1001.5
29120,G1004,102,,,3600,13000,G1004.2
29120,H1001,102,,,3600,13000,H1001.2
29120,I1003,105,,,3600,13000,I1003.5
29120,OC1310,101,,,3600,13000,OC1310.1
29022,A1006,104,,,3600,13000,A1006.4
29022,ADVHS01,134,,,3600,13000,ADVHS01.34
29022,B1001,101,,,3600,13000,B1001.1
29022,E1001,102,,,3600,13000,E1001.2
29022,G1004,101,,,3600,13000,G1004.1
29022,H1001,102,,,3600,13000,H1001.2
29022,OI1003,105,,,3600,13000,OI1003.5
27019,A1204,103,,,3600,13000,A1204.3
27019,ADVHS01,133,,,3600,13000,ADVHS01.33
27019,E1201,105,,,3600,13000,E1201.5
27019,G1201,106,,,3600,13000,G1201.6
27019,J1203,103,,,3600,13000,J1203.3
27019,L1302,101,,,3600,13000,L1302.1
27019,OC1310,103,,,3600,13000,OC1310.3
27019,OH1501,101,,,3600,13000,OH1501.1
30019,A0901,103,,,3600,13000,A0901.3
30019,ADVHS01,111,,,3600,13000,ADVHS01.11
30019,B0901,101,,,3600,13000,B0901.1
30019,C0904,102,,,3600,13000,C0904.2
30019,E0901,106,,,3600,13000,E0901.6
30019,G0901,104,,,3600,13000,G0901.4
30019,I1003,103,,,3600,13000,I1003.3
30019,J0901,101,,,3600,13000,J0901.1
30172,A0901,102,,,3600,13000,A0901.2
30172,ADVHS01,129,,,3600,13000,ADVHS01.29
30172,B0901,107,,,3600,13000,B0901.7
30172,E0901,104,,,3600,13000,E0901.4
30172,G0901,106,,,3600,13000,G0901.6
30172,H0904,101,,,3600,13000,H0904.1
30172,I1003,101,,,3600,13000,I1003.1
30172,J0903,103,,,3600,13000,J0903.3
30172,OC1305,101,,,3600,13000,OC1305.1
30124,ADVHS01,130,,,3600,13000,ADVHS01.30
30124,B0901,107,,,3600,13000,B0901.7
30124,E0901,103,,,3600,13000,E0901.3
30124,G0901,107,,,3600,13000,G0901.7
30124,H0904,104,,,3600,13000,H0904.4
30124,I0903,102,,,3600,13000,I0903.2
30124,J0903,103,,,3600,13000,J0903.3
30124,OC1305,102,,,3600,13000,OC1305.2
27152,ADVHS01,101,,,3600,13000,ADVHS01.1
27152,E1101,103,,,3600,13000,E1101.3
27152,G1203,102,,,3600,13000,G1203.2
27152,I1215,101,,,3600,13000,I1215.1
27152,L1302,102,,,3600,13000,L1302.2
27152,OH1401,101,,,3600,13000,OH1401.1
27152,OI1003,106,,,3600,13000,OI1003.6
27152,OJ1203,102,,,3600,13000,OJ1203.2
29039,A1006,105,,,3600,13000,A1006.5
29039,ADVHS01,120,,,3600,13000,ADVHS01.20
29039,B1001,105,,,3600,13000,B1001.5
29039,B1006,102,,,3600,13000,B1006.2
29039,E1001,105,,,3600,13000,E1001.5
29039,G1004,107,,,3600,13000,G1004.7
29039,H1001,102,,,3600,13000,H1001.2
29039,I1003,107,,,3600,13000,I1003.7
29039,OC1314,101,,,3600,13000,OC1314.1
29010,A1006,103,,,3600,13000,A1006.3
29010,ADVHS01,109,,,3600,13000,ADVHS01.9
29010,B1001,105,,,3600,13000,B1001.5
29010,B1006,101,,,3600,13000,B1006.1
29010,E1001,105,,,3600,13000,E1001.5
29010,G1004,102,,,3600,13000,G1004.2
29010,I1211,101,,,3600,13000,I1211.1
29010,I1214,102,,,3600,13000,I1214.2
29010,OH1305,102,,,3600,13000,OH1305.2
28044,ADVHS01,119,,,3600,13000,ADVHS01.19
28044,E1101,104,,,3600,13000,E1101.4
28044,G1203,103,,,3600,13000,G1203.3
28044,L1304,101,,,3600,13000,L1304.1
28044,OA1319,102,,,3600,13000,OA1319.2
28044,OC1310,103,,,3600,13000,OC1310.3
28044,OH1401,102,,,3600,13000,OH1401.2
28044,OI1305,105,,,3600,13000,OI1305.5
30136,A0901,104,,,3600,13000,A0901.4
30136,ADVHS01,118,,,3600,13000,ADVHS01.18
30136,B0901,106,,,3600,13000,B0901.6
30136,E0901,103,,,3600,13000,E0901.3
30136,G0901,102,,,3600,13000,G0901.2
30136,H0904,102,,,3600,13000,H0904.2
30136,I1003,104,,,3600,13000,I1003.4
30136,J0903,101,,,3600,13000,J0903.1
30136,OC1305,101,,,3600,13000,OC1305.1
30005,A0901,104,,,3600,13000,A0901.4
30005,ADVHS01,133,,,3600,13000,ADVHS01.33
30005,B0901,104,,,3600,13000,B0901.4
30005,E0901,101,,,3600,13000,E0901.1
30005,G0901,103,,,3600,13000,G0901.3
30005,H0904,104,,,3600,13000,H0904.4
30005,I1003,101,,,3600,13000,I1003.1
30005,J0903,102,,,3600,13000,J0903.2
30005,OC1306,101,,,3600,13000,OC1306.1
27018,ADVHS01,124,,,3600,13000,ADVHS01.24
27018,E1201,102,,,3600,13000,E1201.2
27018,J1203,104,,,3600,13000,J1203.4
27018,L1304,103,,,3600,13000,L1304.3
27018,OA1322,102,,,3600,13000,OA1322.2
27018,OB1520,102,,,3600,13000,OB1520.2
27018,OH1306,101,,,3600,13000,OH1306.1
27018,OH1401,102,,,3600,13000,OH1401.2
27071,ADVHS01,131,,,3600,13000,ADVHS01.31
27071,E1201,105,,,3600,13000,E1201.5
27071,G1201,105,,,3600,13000,G1201.5
27071,J1203,102,,,3600,13000,J1203.2
27071,OA1318,101,,,3600,13000,OA1318.1
27071,OC1310,102,,,3600,13000,OC1310.2
27071,OH1501,101,,,3600,13000,OH1501.1
27071,OI1305,104,,,3600,13000,OI1305.4
28047,A1105,101,,,3600,13000,A1105.1
28047,ADVHS01,109,,,3600,13000,ADVHS01.9
28047,E1101,106,,,3600,13000,E1101.6
28047,H1206,101,,,3600,13000,H1206.1
28047,OC1305,103,,,3600,13000,OC1305.3
28047,OI1303,102,,,3600,13000,OI1303.2
28047,OI1305,102,,,3600,13000,OI1305.2
28047,VHS0052,101,,,3600,13000,VHS0052.1
29083,A1006,107,,,3600,13000,A1006.7
29083,ADVHS01,108,,,3600,13000,ADVHS01.8
29083,B1001,103,,,3600,13000,B1001.3
29083,E1001,103,,,3600,13000,E1001.3
29083,G1004,101,,,3600,13000,G1004.1
29083,H1001,101,,,3600,13000,H1001.1
29083,I1003,105,,,3600,13000,I1003.5
29083,OZ1323,102,,,3600,13000,OZ1323.2
29011,A1006,104,,,3600,13000,A1006.4
29011,ADVHS01,126,,,3600,13000,ADVHS01.26
29011,B1001,104,,,3600,13000,B1001.4
29011,E1001,101,,,3600,13000,E1001.1
29011,G1004,105,,,3600,13000,G1004.5
29011,OI1003,103,,,3600,13000,OI1003.3
29011,OZ1207,102,,,3600,13000,OZ1207.2
29011,OZ1323,101,,,3600,13000,OZ1323.1
27005,ADVHS01,129,,,3600,13000,ADVHS01.29
27005,E1201,104,,,3600,13000,E1201.4
27005,G1201,102,,,3600,13000,G1201.2
27005,I1208,101,,,3600,13000,I1208.1
27005,L1304,103,,,3600,13000,L1304.3
27005,OA1322,102,,,3600,13000,OA1322.2
27005,OB1532,101,,,3600,13000,OB1532.1
27005,OI1303,102,,,3600,13000,OI1303.2
28163,ADVHS01,124,,,3600,13000,ADVHS01.24
28163,C0905,101,,,3600,13000,C0905.1
28163,E1101,105,,,3600,13000,E1101.5
28163,G1203,104,,,3600,13000,G1203.4
28163,OH1401,102,,,3600,13000,OH1401.2
28163,OI1003,105,,,3600,13000,OI1003.5
28139,ADVHS01,132,,,3600,13000,ADVHS01.32
28139,C0904,101,,,3600,13000,C0904.1
28139,E1101,103,,,3600,13000,E1101.3
28139,G1203,104,,,3600,13000,G1203.4
28139,L1304,102,,,3600,13000,L1304.2
28139,OH1401,101,,,3600,13000,OH1401.1
28139,OI1003,101,,,3600,13000,OI1003.1
28139,OJ1203,102,,,3600,13000,OJ1203.2
30092,A0901,104,,,3600,13000,A0901.4
30092,ADVHS01,125,,,3600,13000,ADVHS01.25
30092,B0901,103,,,3600,13000,B0901.3
30092,E0901,102,,,3600,13000,E0901.2
30092,G0901,102,,,3600,13000,G0901.2
30092,I1003,104,,,3600,13000,I1003.4
30092,J0903,103,,,3600,13000,J0903.3
30092,OC1305,102,,,3600,13000,OC1305.2
30182,A0901,102,,,3600,13000,A0901.2
30182,ADVHS01,113,,,3600,13000,ADVHS01.13
30182,B0901,104,,,3600,13000,B0901.4
30182,C0904,103,,,3600,13000,C0904.3
30182,E0901,104,,,3600,13000,E0901.4
30182,G0901,107,,,3600,13000,G0901.7
30182,H0904,103,,,3600,13000,H0904.3
30182,I0903,101,,,3600,13000,I0903.1
30182,J0903,101,,,3600,13000,J0903.1
27010,ADVHS01,117,,,3600,13000,ADVHS01.17
27010,E1201,101,,,3600,13000,E1201.1
27010,G1201,105,,,3600,13000,G1201.5
27010,J1203,101,,,3600,13000,J1203.1
27010,OC1310,102,,,3600,13000,OC1310.2
27010,OH1501,101,,,3600,13000,OH1501.1
27010,OI1305,102,,,3600,13000,OI1305.2
27014,ADVHS01,131,,,3600,13000,ADVHS01.31
27014,E1201,102,,,3600,13000,E1201.2
27014,G1202,101,,,3600,13000,G1202.1
27014,J1203,104,,,3600,13000,J1203.4
27014,L1304,101,,,3600,13000,L1304.1
27014,OA1322,101,,,3600,13000,OA1322.1
27014,OB1520,101,,,3600,13000,OB1520.1
27014,OH1501,101,,,3600,13000,OH1501.1
27014,OI1003,106,,,3600,13000,OI1003.6
29119,A1006,107,,,3600,13000,A1006.7
29119,ADVHS01,127,,,3600,13000,ADVHS01.27
29119,B1001,101,,,3600,13000,B1001.1
29119,E1001,102,,,3600,13000,E1001.2
29119,G1004,101,,,3600,13000,G1004.1
29119,I1211,101,,,3600,13000,I1211.1
29119,OC1310,103,,,3600,13000,OC1310.3
29119,OZ1323,101,,,3600,13000,OZ1323.1
27106,ADVHS01,111,,,3600,13000,ADVHS01.11
27106,E1201,104,,,3600,13000,E1201.4
27106,G1201,102,,,3600,13000,G1201.2
27106,J1203,101,,,3600,13000,J1203.1
27106,OA1322,101,,,3600,13000,OA1322.1
27106,OH1501,101,,,3600,13000,OH1501.1
27106,OI1303,102,,,3600,13000,OI1303.2
27106,OI1305,102,,,3600,13000,OI1305.2
27142,A1204,101,,,3600,13000,A1204.1
27142,ADVHS01,125,,,3600,13000,ADVHS01.25
27142,E1201,105,,,3600,13000,E1201.5
27142,G1202,101,,,3600,13000,G1202.1
27142,H1201B,101,,,3600,13000,H1201B.1
27142,J1203,103,,,3600,13000,J1203.3
27142,OB1520,101,,,3600,13000,OB1520.1
28036,A1105,101,,,3600,13000,A1105.1
28036,ADVHS01,132,,,3600,13000,ADVHS01.32
28036,E1101,102,,,3600,13000,E1101.2
28036,G1203,101,,,3600,13000,G1203.1
28036,L1304,101,,,3600,13000,L1304.1
28036,OC1307,101,,,3600,13000,OC1307.1
28036,OH1401,101,,,3600,13000,OH1401.1
28036,OI1003,104,,,3600,13000,OI1003.4
29080,A1006,106,,,3600,13000,A1006.6
29080,ADVHS01,103,,,3600,13000,ADVHS01.3
29080,B1001,103,,,3600,13000,B1001.3
29080,E1001,106,,,3600,13000,E1001.6
29080,G1004,102,,,3600,13000,G1004.2
29080,H1206,102,,,3600,13000,H1206.2
29080,I1211,101,,,3600,13000,I1211.1
29080,OZ1323,105,,,3600,13000,OZ1323.5
28050,A1105,101,,,3600,13000,A1105.1
28050,ADVHS01,114,,,3600,13000,ADVHS01.14
28050,C0907,101,,,3600,13000,C0907.1
28050,E1101,106,,,3600,13000,E1101.6
28050,G1203,102,,,3600,13000,G1203.2
28050,H1201B,101,,,3600,13000,H1201B.1
28050,I1204,101,,,3600,13000,I1204.1
29008,A1006,101,,,3600,13000,A1006.1
29008,ADVHS01,105,,,3600,13000,ADVHS01.5
29008,B1001,106,,,3600,13000,B1001.6
29008,B1006,102,,,3600,13000,B1006.2
29008,E1001,102,,,3600,13000,E1001.2
29008,G1004,101,,,3600,13000,G1004.1
29008,I1214,101,,,3600,13000,I1214.1
29008,OI1003,106,,,3600,13000,OI1003.6
30003,A0901,102,,,3600,13000,A0901.2
30003,ADVHS01,104,,,3600,13000,ADVHS01.4
30003,B0901,104,,,3600,13000,B0901.4
30003,E0901,106,,,3600,13000,E0901.6
30003,G0901,102,,,3600,13000,G0901.2
30003,H0904,103,,,3600,13000,H0904.3
30003,I1003,104,,,3600,13000,I1003.4
30003,J0903,102,,,3600,13000,J0903.2
30008,A0901,102,,,3600,13000,A0901.2
30008,ADVHS01,130,,,3600,13000,ADVHS01.30
30008,B0901,107,,,3600,13000,B0901.7
30008,E0901,103,,,3600,13000,E0901.3
30008,G0901,105,,,3600,13000,G0901.5
30008,H0904,102,,,3600,13000,H0904.2
30008,I1003,101,,,3600,13000,I1003.1
30008,J0901,103,,,3600,13000,J0901.3
30008,OC1305,101,,,3600,13000,OC1305.1
28061,ADVHS01,104,,,3600,13000,ADVHS01.4
28061,E1101,104,,,3600,13000,E1101.4
28061,G1203,102,,,3600,13000,G1203.2
28061,L1301,101,,,3600,13000,L1301.1
28061,OC1310,102,,,3600,13000,OC1310.2
28061,OH1305,102,,,3600,13000,OH1305.2
28061,OI1003,103,,,3600,13000,OI1003.3
28061,OJ1204,101,,,3600,13000,OJ1204.1
30031,ADVHS01,107,,,3600,13000,ADVHS01.7
30031,B0901,106,,,3600,13000,B0901.6
30031,E0901,104,,,3600,13000,E0901.4
30031,G0901,105,,,3600,13000,G0901.5
30031,H0904,103,,,3600,13000,H0904.3
30031,I0903,103,,,3600,13000,I0903.3
30031,J0901,102,,,3600,13000,J0901.2
30066,A0901,103,,,3600,13000,A0901.3
30066,ADVHS01,107,,,3600,13000,ADVHS01.7
30066,B0901,103,,,3600,13000,B0901.3
30066,E0901,101,,,3600,13000,E0901.1
30066,G0901,104,,,3600,13000,G0901.4
30066,H0904,104,,,3600,13000,H0904.4
30066,I0903,102,,,3600,13000,I0903.2
30066,J0903,103,,,3600,13000,J0903.3
30066,OC1305,102,,,3600,13000,OC1305.2
28013,A1105,101,,,3600,13000,A1105.1
28013,ADVHS01,126,,,3600,13000,ADVHS01.26
28013,C0904,104,,,3600,13000,C0904.4
28013,E1101,105,,,3600,13000,E1101.5
28013,G1203,103,,,3600,13000,G1203.3
28013,L1301,103,,,3600,13000,L1301.3
28013,OH1401,101,,,3600,13000,OH1401.1
28013,OI1305,105,,,3600,13000,OI1305.5
28013,OJ1204,101,,,3600,13000,OJ1204.1
30072,A0901,102,,,3600,13000,A0901.2
30072,ADVHS01,120,,,3600,13000,ADVHS01.20
30072,B0901,105,,,3600,13000,B0901.5
30072,E0901,101,,,3600,13000,E0901.1
30072,G0901,104,,,3600,13000,G0901.4
30072,H0904,104,,,3600,13000,H0904.4
30072,I1003,102,,,3600,13000,I1003.2
30072,J0903,102,,,3600,13000,J0903.2
30072,OC1305,103,,,3600,13000,OC1305.3
30085,A0901,102,,,3600,13000,A0901.2
30085,ADVHS01,116,,,3600,13000,ADVHS01.16
30085,B0901,107,,,3600,13000,B0901.7
30085,E0901,103,,,3600,13000,E0901.3
30085,G0901,101,,,3600,13000,G0901.1
30085,H0904,101,,,3600,13000,H0904.1
30085,I1003,103,,,3600,13000,I1003.3
30085,J0903,102,,,3600,13000,J0903.2
30076,A0901,103,,,3600,13000,A0901.3
30076,ADVHS01,102,,,3600,13000,ADVHS01.2
30076,B0901,102,,,3600,13000,B0901.2
30076,E0901,101,,,3600,13000,E0901.1
30076,G0901,103,,,3600,13000,G0901.3
30076,H0904,103,,,3600,13000,H0904.3
30076,I1003,101,,,3600,13000,I1003.1
30076,J0901,103,,,3600,13000,J0901.3
30076,OC1305,103,,,3600,13000,OC1305.3
28022,A1105,101,,,3600,13000,A1105.1
28022,ADVHS01,122,,,3600,13000,ADVHS01.22
28022,E1101,105,,,3600,13000,E1101.5
28022,G1203,104,,,3600,13000,G1203.4
28022,I1204,102,,,3600,13000,I1204.2
28022,OA1317,101,,,3600,13000,OA1317.1
28022,OC1310,103,,,3600,13000,OC1310.3
28022,OH1305,102,,,3600,13000,OH1305.2
26023,ADVHS01,123,,,3600,13000,ADVHS01.23
26023,E1201,101,,,3600,13000,E1201.1
26023,G1201,103,,,3600,13000,G1201.3
26023,J1203,101,,,3600,13000,J1203.1
26023,OA1318,101,,,3600,13000,OA1318.1
26023,OH1501,102,,,3600,13000,OH1501.2
26023,OI1303,101,,,3600,13000,OI1303.1
26023,OI1305,101,,,3600,13000,OI1305.1
27160,ADVHS01,125,,,3600,13000,ADVHS01.25
27160,E1201,102,,,3600,13000,E1201.2
27160,G1201,104,,,3600,13000,G1201.4
27160,I1204,102,,,3600,13000,I1204.2
27160,J1203,104,,,3600,13000,J1203.4
27160,L1304,103,,,3600,13000,L1304.3
27160,OA1322,101,,,3600,13000,OA1322.1
27160,OC1305,104,,,3600,13000,OC1305.4
27160,OH1306,101,,,3600,13000,OH1306.1
28137,ADVHS01,126,,,3600,13000,ADVHS01.26
28137,E1101,103,,,3600,13000,E1101.3
28137,G1203,102,,,3600,13000,G1203.2
28137,I1215,101,,,3600,13000,I1215.1
28137,L1301,103,,,3600,13000,L1301.3
28137,OA1304,101,,,3600,13000,OA1304.1
28137,OH1401,101,,,3600,13000,OH1401.1
28137,OI1003,106,,,3600,13000,OI1003.6
29172,A1006,107,,,3600,13000,A1006.7
29172,ADVHS01,106,,,3600,13000,ADVHS01.6
29172,B1001,107,,,3600,13000,B1001.7
29172,E1001,106,,,3600,13000,E1001.6
29172,G1004,106,,,3600,13000,G1004.6
29172,I1003,105,,,3600,13000,I1003.5
29172,OJ1204,101,,,3600,13000,OJ1204.1
29172,OZ1323,105,,,3600,13000,OZ1323.5
27006,ADVHS01,122,,,3600,13000,ADVHS01.22
27006,E1201,105,,,3600,13000,E1201.5
27006,G1201,102,,,3600,13000,G1201.2
27006,I1208,101,,,3600,13000,I1208.1
27006,J1203,105,,,3600,13000,J1203.5
27006,L1302,101,,,3600,13000,L1302.1
27006,L1304,101,,,3600,13000,L1304.1
27006,OA1317,101,,,3600,13000,OA1317.1
27006,OH1501,101,,,3600,13000,OH1501.1
27098,A1204,103,,,3600,13000,A1204.3
27098,ADVHS01,114,,,3600,13000,ADVHS01.14
27098,E1201,105,,,3600,13000,E1201.5
27098,G1201,102,,,3600,13000,G1201.2
27098,J1203,101,,,3600,13000,J1203.1
27098,L1304,101,,,3600,13000,L1304.1
27098,OH1306,103,,,3600,13000,OH1306.3
27098,OI1303,102,,,3600,13000,OI1303.2
27098,OI1305,105,,,3600,13000,OI1305.5
28031,A1105,102,,,3600,13000,A1105.2
28031,ADVHS01,113,,,3600,13000,ADVHS01.13
28031,E1101,102,,,3600,13000,E1101.2
28031,OC1310,103,,,3600,13000,OC1310.3
28031,OH1305,102,,,3600,13000,OH1305.2
28031,OI1003,104,,,3600,13000,OI1003.4
28031,OZ1207,101,,,3600,13000,OZ1207.1
28140,A1105,101,,,3600,13000,A1105.1
28140,ADVHS01,110,,,3600,13000,ADVHS01.10
28140,C0904,104,,,3600,13000,C0904.4
28140,E1101,106,,,3600,13000,E1101.6
28140,G1203,102,,,3600,13000,G1203.2
28140,L1304,103,,,3600,13000,L1304.3
28140,OH1305,102,,,3600,13000,OH1305.2
28140,OI1003,104,,,3600,13000,OI1003.4
28140,OJ1203,102,,,3600,13000,OJ1203.2
28089,A1105,102,,,3600,13000,A1105.2
28089,ADVHS01,105,,,3600,13000,ADVHS01.5
28089,C0904,103,,,3600,13000,C0904.3
28089,E1101,102,,,3600,13000,E1101.2
28089,G1203,103,,,3600,13000,G1203.3
28089,L1301,103,,,3600,13000,L1301.3
28089,L1302,102,,,3600,13000,L1302.2
28089,OH1401,102,,,3600,13000,OH1401.2
28089,OI1003,103,,,3600,13000,OI1003.3
27130,A1204,101,,,3600,13000,A1204.1
27130,ADVHS01,113,,,3600,13000,ADVHS01.13
27130,E1201,105,,,3600,13000,E1201.5
27130,G1201,106,,,3600,13000,G1201.6
27130,J1203,103,,,3600,13000,J1203.3
27130,L1304,102,,,3600,13000,L1304.2
27130,OC1310,102,,,3600,13000,OC1310.2
27130,OH1501,101,,,3600,13000,OH1501.1
27130,OI1305,104,,,3600,13000,OI1305.4
29133,A1006,102,,,3600,13000,A1006.2
29133,ADVHS01,121,,,3600,13000,ADVHS01.21
29133,B1001,103,,,3600,13000,B1001.3
29133,E1001,102,,,3600,13000,E1001.2
29133,G1004,101,,,3600,13000,G1004.1
29133,I1003,105,,,3600,13000,I1003.5
29133,OI1003,102,,,3600,13000,OI1003.2
29133,OZ1323,105,,,3600,13000,OZ1323.5
28166,ADVHS01,119,,,3600,13000,ADVHS01.19
28166,E1101,101,,,3600,13000,E1101.1
28166,I1204,101,,,3600,13000,I1204.1
28166,I1214,103,,,3600,13000,I1214.3
28166,OC1307,101,,,3600,13000,OC1307.1
28166,OJ1203,101,,,3600,13000,OJ1203.1
28166,VHS0052,102,,,3600,13000,VHS0052.2
27057,ADVHS01,110,,,3600,13000,ADVHS01.10
27057,E1101,104,,,3600,13000,E1101.4
27057,G1203,101,,,3600,13000,G1203.1
27057,L1304,102,,,3600,13000,L1304.2
27057,OA1319,102,,,3600,13000,OA1319.2
27057,OB1520,102,,,3600,13000,OB1520.2
27057,OH1305,101,,,3600,13000,OH1305.1
27057,OI1003,102,,,3600,13000,OI1003.2
27012,A1204,103,,,3600,13000,A1204.3
27012,ADVHS01,120,,,3600,13000,ADVHS01.20
27012,E1101,101,,,3600,13000,E1101.1
27012,E1201,106,,,3600,13000,E1201.6
27012,G1201,105,,,3600,13000,G1201.5
27012,J1203,104,,,3600,13000,J1203.4
27012,L1304,101,,,3600,13000,L1304.1
