Day,Block,Period,SectionID,CourseID,TeacherID,RoomID
B,4,P01,PE8.7,PE8,T681,R107
C,1,P03,PE8.8,PE8,T682,R098
A,3,P03,PE8.8,PE8,T682,R098
D,4,P03,PE8.8,PE8,T682,R098
B,2,P07,PE8.9,PE8,T683,R098
E,4,P07,PE8.9,PE8,T683,R098
C,5,P07,PE8.9,PE8,T683,R098
E,1,P05,PE8.10,PE8,T684,R101
C,3,P05,PE8.10,PE8,T684,R101
A,5,P05,PE8.10,PE8,T684,R101
A,2,P02,MUS_MS.1,MUS_MS,T685,R097
D,3,P02,MUS_MS.1,MUS_MS,T685,R097
B,5,P02,MUS_MS.1,MUS_MS,T685,R097
C,2,P04,MUS_MS.2,MUS_MS,T686,R109
A,4,P04,MUS_MS.2,MUS_MS,T686,R109
D,5,P04,MUS_MS.2,MUS_MS,T686,R109
B,1,P06,MUS_MS.3,MUS_MS,T687,R100
E,2,P06,MUS_MS.3,MUS_MS,T687,R100
C,4,P06,MUS_MS.3,MUS_MS,T687,R100
A,1,P01,MUS_MS.4,MUS_MS,T688,R100
D,2,P01,MUS_MS.4,MUS_MS,T688,R100
B,4,P01,MUS_MS.4,MUS_MS,T688,R100
C,2,P04,MUS_MS.5,MUS_MS,T689,R097
A,4,P04,MUS_MS.5,MUS_MS,T689,R097
D,5,P04,MUS_MS.5,MUS_MS,T689,R097
C,1,P03,DRAMA_MS.1,DRAMA_MS,T690,R108
A,3,P03,DRAMA_MS.1,DRAMA_MS,T690,R108
D,4,P03,DRAMA_MS.1,DRAMA_MS,T690,R108
A,2,P02,DRAMA_MS.2,DRAMA_MS,T691,R102
D,3,P02,DRAMA_MS.2,DRAMA_MS,T691,R102
B,5,P02,DRAMA_MS.2,DRAMA_MS,T691,R102
A,2,P02,DRAMA_MS.3,DRAMA_MS,T692,R096
D,3,P02,DRAMA_MS.3,DRAMA_MS,T692,R096
B,5,P02,DRAMA_MS.3,DRAMA_MS,T692,R096
D,1,P08,DRAMA_MS.4,DRAMA_MS,T693,R105
B,3,P08,DRAMA_MS.4,DRAMA_MS,T693,R105
E,5,P08,DRAMA_MS.4,DRAMA_MS,T693,R105
C,2,P04,DRAMA_MS.5,DRAMA_MS,T694,R096
A,4,P04,DRAMA_MS.5,DRAMA_MS,T694,R096
D,5,P04,DRAMA_MS.5,DRAMA_MS,T694,R096
C,1,P03,TECH_MS.1,TECH_MS,T670,R095
A,3,P03,TECH_MS.1,TECH_MS,T670,R095
D,4,P03,TECH_MS.1,TECH_MS,T670,R095
A,1,P01,TECH_MS.2,TECH_MS,T671,R087
D,2,P01,TECH_MS.2,TECH_MS,T671,R087
B,4,P01,TECH_MS.2,TECH_MS,T671,R087
C,2,P04,TECH_MS.3,TECH_MS,T672,R094
A,4,P04,TECH_MS.3,TECH_MS,T672,R094
D,5,P04,TECH_MS.3,TECH_MS,T672,R094
C,1,P03,TECH_MS.4,TECH_MS,T673,R086
A,3,P03,TECH_MS.4,TECH_MS,T673,R086
D,4,P03,TECH_MS.4,TECH_MS,T673,R086
A,1,P01,TECH_MS.5,TECH_MS,T674,R088
D,2,P01,TECH_MS.5,TECH_MS,T674,R088
B,4,P01,TECH_MS.5,TECH_MS,T674,R088
D,1,P08,ART_MS.1,ART_MS,T685,R108
B,3,P08,ART_MS.1,ART_MS,T685,R108
E,5,P08,ART_MS.1,ART_MS,T685,R108
D,1,P08,ART_MS.2,ART_MS,T686,R096
B,3,P08,ART_MS.2,ART_MS,T686,R096
E,5,P08,ART_MS.2,ART_MS,T686,R096
A,1,P01,ART_MS.3,ART_MS,T687,R105
D,2,P01,ART_MS.3,ART_MS,T687,R105
B,4,P01,ART_MS.3,ART_MS,T687,R105
C,2,P04,ART_MS.4,ART_MS,T688,R105
A,4,P04,ART_MS.4,ART_MS,T688,R105
D,5,P04,ART_MS.4,ART_MS,T688,R105
C,1,P03,ART_MS.5,ART_MS,T689,R096
A,3,P03,ART_MS.5,ART_MS,T689,R096
D,4,P03,ART_MS.5,ART_MS,T689,R096
