SchoolID,StudentID,SectionID,CourseID,TermID
Columbus Middle School,M2026118,MATH6.10,MATH6,2026-2027
Columbus Middle School,M2026118,PE6.5,PE6,2026-2027
Columbus Middle School,M2026118,SCI6.10,SCI6,2026-2027
Columbus Middle School,M2026118,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026118,SS6.2,SS6,2026-2027
Columbus Middle School,M2026119,ADV_MS.16,ADV_MS,2026-2027
Columbus Middle School,M2026119,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026119,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026119,PE6.5,PE6,2026-2027
Columbus Middle School,M2026119,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026119,SPAN6.6,SPAN6,2026-2027
Columbus Middle School,M2026119,SS6.1,SS6,2026-2027
Columbus Middle School,M2026120,ADV_MS.23,ADV_MS,2026-2027
Columbus Middle School,M2026120,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026120,MATH6.4,MATH6,2026-2027
Columbus Middle School,M2026120,PE6.5,PE6,2026-2027
Columbus Middle School,M2026120,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026120,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026120,SS6.2,SS6,2026-2027
Columbus Middle School,M2026121,ADV_MS.24,ADV_MS,2026-2027
Columbus Middle School,M2026121,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026121,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026121,PE6.2,PE6,2026-2027
Columbus Middle School,M2026121,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026121,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026121,SS6.9,SS6,2026-2027
Columbus Middle School,M2026122,ADV_MS.28,ADV_MS,2026-2027
Columbus Middle School,M2026122,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026122,MATH6.10,MATH6,2026-2027
Columbus Middle School,M2026122,PE6.3,PE6,2026-2027
Columbus Middle School,M2026122,SCI6.3,SCI6,2026-2027
Columbus Middle School,M2026122,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026122,SS6.9,SS6,2026-2027
Columbus Middle School,M2026123,ADV_MS.26,ADV_MS,2026-2027
Columbus Middle School,M2026123,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026123,MATH6.10,MATH6,2026-2027
Columbus Middle School,M2026123,PE6.9,PE6,2026-2027
Columbus Middle School,M2026123,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026123,SPAN6.10,SPAN6,2026-2027
Columbus Middle School,M2026123,SS6.2,SS6,2026-2027
Columbus Middle School,M2026124,ADV_MS.24,ADV_MS,2026-2027
Columbus Middle School,M2026124,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026124,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026124,PE6.4,PE6,2026-2027
Columbus Middle School,M2026124,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026124,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026124,SS6.4,SS6,2026-2027
Columbus Middle School,M2026125,ADV_MS.27,ADV_MS,2026-2027
Columbus Middle School,M2026125,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026125,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026125,PE6.4,PE6,2026-2027
Columbus Middle School,M2026125,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026125,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026125,SS6.7,SS6,2026-2027
Columbus Middle School,M2026126,ADV_MS.24,ADV_MS,2026-2027
Columbus Middle School,M2026126,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026126,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026126,PE6.3,PE6,2026-2027
Columbus Middle School,M2026126,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026126,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026126,SS6.2,SS6,2026-2027
Columbus Middle School,M2026127,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026127,ENG6.3,ENG6,2026-2027
Columbus Middle School,M2026127,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026127,PE6.2,PE6,2026-2027
Columbus Middle School,M2026127,SCI6.5,SCI6,2026-2027
Columbus Middle School,M2026127,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026127,SS6.6,SS6,2026-2027
Columbus Middle School,M2026128,ADV_MS.24,ADV_MS,2026-2027
Columbus Middle School,M2026128,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026128,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026128,PE6.8,PE6,2026-2027
Columbus Middle School,M2026128,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026128,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026128,SS6.7,SS6,2026-2027
Columbus Middle School,M2026129,ADV_MS.27,ADV_MS,2026-2027
Columbus Middle School,M2026129,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026129,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026129,PE6.6,PE6,2026-2027
Columbus Middle School,M2026129,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026129,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026129,SS6.7,SS6,2026-2027
Columbus Middle School,M2026130,ADV_MS.26,ADV_MS,2026-2027
Columbus Middle School,M2026130,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026130,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026130,PE6.2,PE6,2026-2027
Columbus Middle School,M2026130,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026130,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026130,SS6.9,SS6,2026-2027
Columbus Middle School,M2026131,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026131,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026131,MATH6.5,MATH6,2026-2027
Columbus Middle School,M2026131,PE6.3,PE6,2026-2027
Columbus Middle School,M2026131,SCI6.6,SCI6,2026-2027
Columbus Middle School,M2026131,SPAN6.10,SPAN6,2026-2027
Columbus Middle School,M2026131,SS6.2,SS6,2026-2027
Columbus Middle School,M2026132,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026132,ENG6.3,ENG6,2026-2027
Columbus Middle School,M2026132,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026132,PE6.9,PE6,2026-2027
Columbus Middle School,M2026132,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026132,SPAN6.8,SPAN6,2026-2027
Columbus Middle School,M2026132,SS6.7,SS6,2026-2027
Columbus Middle School,M2026133,ADV_MS.22,ADV_MS,2026-2027
Columbus Middle School,M2026133,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026133,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026133,PE6.5,PE6,2026-2027
Columbus Middle School,M2026133,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026133,SPAN6.8,SPAN6,2026-2027
Columbus Middle School,M2026133,SS6.3,SS6,2026-2027
Columbus Middle School,M2026134,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026134,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026134,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026134,PE6.5,PE6,2026-2027
Columbus Middle School,M2026134,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026134,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026134,SS6.5,SS6,2026-2027
Columbus Middle School,M2026135,ADV_MS.3,ADV_MS,2026-2027
Columbus Middle School,M2026135,ENG6.8,ENG6,2026-2027
Columbus Middle School,M2026135,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026135,PE6.4,PE6,2026-2027
Columbus Middle School,M2026135,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026135,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026135,SS6.7,SS6,2026-2027
Columbus Middle School,M2026136,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026136,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026136,MATH6.10,MATH6,2026-2027
Columbus Middle School,M2026136,PE6.8,PE6,2026-2027
Columbus Middle School,M2026136,SCI6.3,SCI6,2026-2027
Columbus Middle School,M2026136,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026136,SS6.1,SS6,2026-2027
Columbus Middle School,M2026137,ADV_MS.22,ADV_MS,2026-2027
Columbus Middle School,M2026137,ENG6.3,ENG6,2026-2027
Columbus Middle School,M2026137,MATH6.4,MATH6,2026-2027
Columbus Middle School,M2026137,PE6.6,PE6,2026-2027
Columbus Middle School,M2026137,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026137,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026137,SS6.8,SS6,2026-2027
Columbus Middle School,M2026138,ADV_MS.22,ADV_MS,2026-2027
Columbus Middle School,M2026138,ENG6.9,ENG6,2026-2027
Columbus Middle School,M2026138,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026138,PE6.1,PE6,2026-2027
Columbus Middle School,M2026138,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026138,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026138,SS6.4,SS6,2026-2027
Columbus Middle School,M2026139,ADV_MS.22,ADV_MS,2026-2027
Columbus Middle School,M2026139,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026139,MATH6.5,MATH6,2026-2027
Columbus Middle School,M2026139,PE6.2,PE6,2026-2027
Columbus Middle School,M2026139,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026139,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026139,SS6.4,SS6,2026-2027
Columbus Middle School,M2026140,ADV_MS.24,ADV_MS,2026-2027
Columbus Middle School,M2026140,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026140,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026140,PE6.3,PE6,2026-2027
Columbus Middle School,M2026140,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026140,SPAN6.6,SPAN6,2026-2027
Columbus Middle School,M2026140,SS6.3,SS6,2026-2027
Columbus Middle School,M2026141,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026141,ENG6.3,ENG6,2026-2027
Columbus Middle School,M2026141,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026141,PE6.6,PE6,2026-2027
Columbus Middle School,M2026141,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026141,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026141,SS6.5,SS6,2026-2027
Columbus Middle School,M2026142,ADV_MS.23,ADV_MS,2026-2027
Columbus Middle School,M2026142,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026142,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026142,PE6.3,PE6,2026-2027
Columbus Middle School,M2026142,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026142,SPAN6.5,SPAN6,2026-2027
Columbus Middle School,M2026142,SS6.1,SS6,2026-2027
Columbus Middle School,M2026143,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026143,ENG6.6,ENG6,2026-2027
Columbus Middle School,M2026143,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026143,PE6.9,PE6,2026-2027
Columbus Middle School,M2026143,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026143,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026143,SS6.6,SS6,2026-2027
Columbus Middle School,M2026144,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026144,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026144,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026144,PE6.2,PE6,2026-2027
Columbus Middle School,M2026144,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026144,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026144,SS6.6,SS6,2026-2027
Columbus Middle School,M2026145,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026145,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026145,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026145,PE6.7,PE6,2026-2027
Columbus Middle School,M2026145,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026145,SPAN6.5,SPAN6,2026-2027
Columbus Middle School,M2026145,SS6.9,SS6,2026-2027
Columbus Middle School,M2026146,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026146,ENG6.3,ENG6,2026-2027
Columbus Middle School,M2026146,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026146,PE6.4,PE6,2026-2027
Columbus Middle School,M2026146,SCI6.5,SCI6,2026-2027
Columbus Middle School,M2026146,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026146,SS6.3,SS6,2026-2027
Columbus Middle School,M2026147,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026147,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026147,MATH6.9,MATH6,2026-2027
Columbus Middle School,M2026147,PE6.3,PE6,2026-2027
Columbus Middle School,M2026147,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026147,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026147,SS6.9,SS6,2026-2027
Columbus Middle School,M2026148,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026148,ENG6.10,ENG6,2026-2027
Columbus Middle School,M2026148,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026148,PE6.1,PE6,2026-2027
Columbus Middle School,M2026148,SCI6.5,SCI6,2026-2027
Columbus Middle School,M2026148,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026148,SS6.1,SS6,2026-2027
Columbus Middle School,M2026149,ADV_MS.23,ADV_MS,2026-2027
Columbus Middle School,M2026149,ENG6.9,ENG6,2026-2027
Columbus Middle School,M2026149,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026149,PE6.1,PE6,2026-2027
Columbus Middle School,M2026149,SCI6.6,SCI6,2026-2027
Columbus Middle School,M2026149,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026149,SS6.8,SS6,2026-2027
Columbus Middle School,M2026150,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026150,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026150,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026150,PE6.2,PE6,2026-2027
Columbus Middle School,M2026150,SCI6.10,SCI6,2026-2027
Columbus Middle School,M2026150,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026150,SS6.9,SS6,2026-2027
Columbus Middle School,M2026151,ADV_MS.7,ADV_MS,2026-2027
Columbus Middle School,M2026151,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026151,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026151,PE6.1,PE6,2026-2027
Columbus Middle School,M2026151,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026151,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026151,SS6.3,SS6,2026-2027
Columbus Middle School,M2026152,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026152,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026152,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026152,PE6.6,PE6,2026-2027
Columbus Middle School,M2026152,SCI6.10,SCI6,2026-2027
Columbus Middle School,M2026152,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026152,SS6.5,SS6,2026-2027
Columbus Middle School,M2026153,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026153,ENG6.8,ENG6,2026-2027
Columbus Middle School,M2026153,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026153,PE6.6,PE6,2026-2027
Columbus Middle School,M2026153,SCI6.3,SCI6,2026-2027
Columbus Middle School,M2026153,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026153,SS6.10,SS6,2026-2027
Columbus Middle School,M2026154,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026154,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026154,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026154,PE6.1,PE6,2026-2027
Columbus Middle School,M2026154,SCI6.5,SCI6,2026-2027
Columbus Middle School,M2026154,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026154,SS6.7,SS6,2026-2027
Columbus Middle School,M2026155,ADV_MS.18,ADV_MS,2026-2027
Columbus Middle School,M2026155,ENG6.9,ENG6,2026-2027
Columbus Middle School,M2026155,MATH6.5,MATH6,2026-2027
Columbus Middle School,M2026155,PE6.4,PE6,2026-2027
Columbus Middle School,M2026155,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026155,SPAN6.5,SPAN6,2026-2027
Columbus Middle School,M2026155,SS6.10,SS6,2026-2027
Columbus Middle School,M2026156,ADV_MS.10,ADV_MS,2026-2027
Columbus Middle School,M2026156,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026156,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026156,PE6.5,PE6,2026-2027
Columbus Middle School,M2026156,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026156,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026156,SS6.5,SS6,2026-2027
Columbus Middle School,M2026157,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026157,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026157,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026157,PE6.3,PE6,2026-2027
Columbus Middle School,M2026157,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026157,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026157,SS6.2,SS6,2026-2027
Columbus Middle School,M2026158,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026158,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026158,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026158,PE6.9,PE6,2026-2027
Columbus Middle School,M2026158,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026158,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026158,SS6.1,SS6,2026-2027
Columbus Middle School,M2026159,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026159,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026159,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026159,PE6.1,PE6,2026-2027
Columbus Middle School,M2026159,SCI6.5,SCI6,2026-2027
Columbus Middle School,M2026159,SPAN6.9,SPAN6,2026-2027
Columbus Middle School,M2026159,SS6.2,SS6,2026-2027
Columbus Middle School,M2026160,ADV_MS.26,ADV_MS,2026-2027
Columbus Middle School,M2026160,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026160,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026160,PE6.1,PE6,2026-2027
Columbus Middle School,M2026160,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026160,SPAN6.6,SPAN6,2026-2027
Columbus Middle School,M2026160,SS6.3,SS6,2026-2027
Columbus Middle School,M2026161,ADV_MS.28,ADV_MS,2026-2027
Columbus Middle School,M2026161,ENG6.6,ENG6,2026-2027
Columbus Middle School,M2026161,MATH6.9,MATH6,2026-2027
Columbus Middle School,M2026161,PE6.10,PE6,2026-2027
Columbus Middle School,M2026161,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026161,SPAN6.10,SPAN6,2026-2027
Columbus Middle School,M2026161,SS6.10,SS6,2026-2027
Columbus Middle School,M2026162,ADV_MS.18,ADV_MS,2026-2027
Columbus Middle School,M2026162,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026162,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026162,PE6.7,PE6,2026-2027
Columbus Middle School,M2026162,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026162,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026162,SS6.4,SS6,2026-2027
Columbus Middle School,M2026163,ADV_MS.18,ADV_MS,2026-2027
Columbus Middle School,M2026163,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026163,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026163,PE6.4,PE6,2026-2027
Columbus Middle School,M2026163,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026163,SPAN6.9,SPAN6,2026-2027
Columbus Middle School,M2026163,SS6.3,SS6,2026-2027
Columbus Middle School,M2026164,ADV_MS.27,ADV_MS,2026-2027
Columbus Middle School,M2026164,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026164,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026164,PE6.2,PE6,2026-2027
Columbus Middle School,M2026164,SCI6.6,SCI6,2026-2027
Columbus Middle School,M2026164,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026164,SS6.4,SS6,2026-2027
Columbus Middle School,M2026165,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026165,ENG6.9,ENG6,2026-2027
Columbus Middle School,M2026165,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026165,PE6.6,PE6,2026-2027
Columbus Middle School,M2026165,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026165,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026165,SS6.4,SS6,2026-2027
Columbus Middle School,M2026166,ADV_MS.22,ADV_MS,2026-2027
Columbus Middle School,M2026166,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026166,MATH6.1,MATH6,2026-2027
Columbus Middle School,M2026166,PE6.2,PE6,2026-2027
Columbus Middle School,M2026166,SCI6.9,SCI6,2026-2027
Columbus Middle School,M2026166,SPAN6.10,SPAN6,2026-2027
Columbus Middle School,M2026166,SS6.9,SS6,2026-2027
Columbus Middle School,M2026167,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026167,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026167,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026167,PE6.3,PE6,2026-2027
Columbus Middle School,M2026167,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026167,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026167,SS6.10,SS6,2026-2027
Columbus Middle School,M2026168,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026168,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026168,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026168,PE6.4,PE6,2026-2027
Columbus Middle School,M2026168,SCI6.6,SCI6,2026-2027
Columbus Middle School,M2026168,SPAN6.6,SPAN6,2026-2027
Columbus Middle School,M2026168,SS6.8,SS6,2026-2027
Columbus Middle School,M2026169,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026169,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026169,MATH6.7,MATH6,2026-2027
Columbus Middle School,M2026169,PE6.7,PE6,2026-2027
Columbus Middle School,M2026169,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026169,SPAN6.9,SPAN6,2026-2027
Columbus Middle School,M2026169,SS6.6,SS6,2026-2027
Columbus Middle School,M2026170,ADV_MS.21,ADV_MS,2026-2027
Columbus Middle School,M2026170,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026170,MATH6.10,MATH6,2026-2027
Columbus Middle School,M2026170,PE6.2,PE6,2026-2027
Columbus Middle School,M2026170,SCI6.4,SCI6,2026-2027
Columbus Middle School,M2026170,SPAN6.5,SPAN6,2026-2027
Columbus Middle School,M2026170,SS6.4,SS6,2026-2027
Columbus Middle School,M2026171,ADV_MS.8,ADV_MS,2026-2027
Columbus Middle School,M2026171,ENG6.10,ENG6,2026-2027
Columbus Middle School,M2026171,MATH6.2,MATH6,2026-2027
Columbus Middle School,M2026171,PE6.5,PE6,2026-2027
Columbus Middle School,M2026171,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026171,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026171,SS6.8,SS6,2026-2027
Columbus Middle School,M2026172,ADV_MS.5,ADV_MS,2026-2027
Columbus Middle School,M2026172,ENG6.6,ENG6,2026-2027
Columbus Middle School,M2026172,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026172,PE6.9,PE6,2026-2027
Columbus Middle School,M2026172,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026172,SPAN6.1,SPAN6,2026-2027
Columbus Middle School,M2026172,SS6.5,SS6,2026-2027
Columbus Middle School,M2026173,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026173,ENG6.2,ENG6,2026-2027
Columbus Middle School,M2026173,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026173,PE6.8,PE6,2026-2027
Columbus Middle School,M2026173,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026173,SPAN6.3,SPAN6,2026-2027
Columbus Middle School,M2026173,SS6.4,SS6,2026-2027
Columbus Middle School,M2026174,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026174,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026174,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026174,PE6.6,PE6,2026-2027
Columbus Middle School,M2026174,SCI6.7,SCI6,2026-2027
Columbus Middle School,M2026174,SPAN6.7,SPAN6,2026-2027
Columbus Middle School,M2026174,SS6.5,SS6,2026-2027
Columbus Middle School,M2026175,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026175,ENG6.5,ENG6,2026-2027
Columbus Middle School,M2026175,MATH6.4,MATH6,2026-2027
Columbus Middle School,M2026175,PE6.1,PE6,2026-2027
Columbus Middle School,M2026175,SCI6.6,SCI6,2026-2027
Columbus Middle School,M2026175,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026175,SS6.2,SS6,2026-2027
Columbus Middle School,M2026176,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026176,ENG6.1,ENG6,2026-2027
Columbus Middle School,M2026176,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026176,PE6.3,PE6,2026-2027
Columbus Middle School,M2026176,SCI6.2,SCI6,2026-2027
Columbus Middle School,M2026176,SPAN6.2,SPAN6,2026-2027
Columbus Middle School,M2026176,SS6.8,SS6,2026-2027
Columbus Middle School,M2026177,ADV_MS.17,ADV_MS,2026-2027
Columbus Middle School,M2026177,ENG6.7,ENG6,2026-2027
Columbus Middle School,M2026177,MATH6.8,MATH6,2026-2027
Columbus Middle School,M2026177,PE6.4,PE6,2026-2027
Columbus Middle School,M2026177,SCI6.10,SCI6,2026-2027
Columbus Middle School,M2026177,SPAN6.4,SPAN6,2026-2027
Columbus Middle School,M2026177,SS6.7,SS6,2026-2027
Columbus Middle School,M2026178,ADV_MS.18,ADV_MS,2026-2027
Columbus Middle School,M2026178,ENG6.4,ENG6,2026-2027
Columbus Middle School,M2026178,MATH6.6,MATH6,2026-2027
Columbus Middle School,M2026178,PE6.7,PE6,2026-2027
Columbus Middle School,M2026178,SCI6.1,SCI6,2026-2027
Columbus Middle School,M2026178,SPAN6.8,SPAN6,2026-2027
Columbus Middle School,M2026178,SS6.9,SS6,2026-2027
Columbus Middle School,M2026179,ADV_MS.20,ADV_MS,2026-2027
Columbus Middle School,M2026179,ENG6.10,ENG6,2026-2027
Columbus Middle School,M2026179,MATH6.3,MATH6,2026-2027
Columbus Middle School,M2026179,PE6.7,PE6,2026-2027
Columbus Middle School,M2026179,SCI6.8,SCI6,2026-2027
Columbus Middle School,M2026179,SPAN6.5,SPAN6,2026-2027
Columbus Middle School,M2026179,SS6.4,SS6,2026-2027
