sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
class-SPAN7.7,active,2026-04-26T07:42:10.000Z,Spanish 7,7,course-SPAN7,SPAN7.7,scheduled,Room 26,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P02 | A-2,D-3,B-5"
class-SPAN7.8,active,2026-04-26T07:42:10.000Z,Spanish 7,7,course-SPAN7,SPAN7.8,scheduled,Room 2,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P03 | C-1,A-3,D-4"
class-SPAN7.9,active,2026-04-26T07:42:10.000Z,Spanish 7,7,course-SPAN7,SPAN7.9,scheduled,Room 1,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P05 | E-1,C-3,A-5"
class-SPAN7.10,active,2026-04-26T07:42:10.000Z,Spanish 7,7,course-SPAN7,SPAN7.10,scheduled,Room 2,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P05 | E-1,C-3,A-5"
class-PE7.1,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.1,scheduled,Gymnasium 4,school-columbus-middle-school,term-2026-2027,pe,pe,"P04 | C-2,A-4,D-5"
class-PE7.2,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.2,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P01 | A-1,D-2,B-4"
class-PE7.3,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.3,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P04 | C-2,A-4,D-5"
class-PE7.4,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.4,scheduled,Gymnasium,school-columbus-middle-school,term-2026-2027,pe,pe,"P06 | B-1,E-2,C-4"
class-PE7.5,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.5,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P02 | A-2,D-3,B-5"
class-PE7.6,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.6,scheduled,Gymnasium 3,school-columbus-middle-school,term-2026-2027,pe,pe,"P07 | B-2,E-4,C-5"
class-PE7.7,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.7,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P07 | B-2,E-4,C-5"
class-PE7.8,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.8,scheduled,Gymnasium 4,school-columbus-middle-school,term-2026-2027,pe,pe,"P07 | B-2,E-4,C-5"
class-PE7.9,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.9,scheduled,Gymnasium 5,school-columbus-middle-school,term-2026-2027,pe,pe,"P03 | C-1,A-3,D-4"
class-PE7.10,active,2026-04-26T07:42:10.000Z,PE 7,7,course-PE7,PE7.10,scheduled,Gymnasium 5,school-columbus-middle-school,term-2026-2027,pe,pe,"P07 | B-2,E-4,C-5"
class-ENG8.1,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.1,scheduled,Room 68,school-columbus-middle-school,term-2026-2027,english,english,"P01 | A-1,D-2,B-4"
class-ENG8.2,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.2,scheduled,Room 51,school-columbus-middle-school,term-2026-2027,english,english,"P05 | E-1,C-3,A-5"
class-ENG8.3,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.3,scheduled,Room 49,school-columbus-middle-school,term-2026-2027,english,english,"P07 | B-2,E-4,C-5"
class-ENG8.4,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.4,scheduled,Room 51,school-columbus-middle-school,term-2026-2027,english,english,"P02 | A-2,D-3,B-5"
class-ENG8.5,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.5,scheduled,Room 62,school-columbus-middle-school,term-2026-2027,english,english,"P06 | B-1,E-2,C-4"
class-ENG8.6,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.6,scheduled,Room 5,school-columbus-middle-school,term-2026-2027,english,english,"P07 | B-2,E-4,C-5"
class-ENG8.7,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.7,scheduled,Room 6,school-columbus-middle-school,term-2026-2027,english,english,"P07 | B-2,E-4,C-5"
class-ENG8.8,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.8,scheduled,Room 8,school-columbus-middle-school,term-2026-2027,english,english,"P07 | B-2,E-4,C-5"
class-ENG8.9,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.9,scheduled,Room 4,school-columbus-middle-school,term-2026-2027,english,english,"P05 | E-1,C-3,A-5"
class-ENG8.10,active,2026-04-26T07:42:10.000Z,English 8,8,course-ENG8,ENG8.10,scheduled,Room 64,school-columbus-middle-school,term-2026-2027,english,english,"P05 | E-1,C-3,A-5"
class-MATH8.1,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.1,scheduled,Room 31,school-columbus-middle-school,term-2026-2027,math,math,"P08 | D-1,B-3,E-5"
class-MATH8.2,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.2,scheduled,Room 29,school-columbus-middle-school,term-2026-2027,math,math,"P07 | B-2,E-4,C-5"
class-MATH8.3,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.3,scheduled,Room 51,school-columbus-middle-school,term-2026-2027,math,math,"P01 | A-1,D-2,B-4"
class-MATH8.4,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.4,scheduled,Room 26,school-columbus-middle-school,term-2026-2027,math,math,"P08 | D-1,B-3,E-5"
class-MATH8.5,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.5,scheduled,Room 70,school-columbus-middle-school,term-2026-2027,math,math,"P04 | C-2,A-4,D-5"
class-MATH8.6,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.6,scheduled,Room 3,school-columbus-middle-school,term-2026-2027,math,math,"P08 | D-1,B-3,E-5"
class-MATH8.7,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.7,scheduled,Room 36,school-columbus-middle-school,term-2026-2027,math,math,"P02 | A-2,D-3,B-5"
class-MATH8.8,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.8,scheduled,Room 29,school-columbus-middle-school,term-2026-2027,math,math,"P03 | C-1,A-3,D-4"
class-MATH8.9,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.9,scheduled,Room 25,school-columbus-middle-school,term-2026-2027,math,math,"P03 | C-1,A-3,D-4"
class-MATH8.10,active,2026-04-26T07:42:10.000Z,Algebra I,8,course-MATH8,MATH8.10,scheduled,Room 40,school-columbus-middle-school,term-2026-2027,math,math,"P06 | B-1,E-2,C-4"
class-SCI8.1,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.1,scheduled,Lab 82,school-columbus-middle-school,term-2026-2027,science,science,"P02 | A-2,D-3,B-5"
class-SCI8.2,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.2,scheduled,Lab 71,school-columbus-middle-school,term-2026-2027,science,science,"P04 | C-2,A-4,D-5"
class-SCI8.3,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.3,scheduled,Lab 71,school-columbus-middle-school,term-2026-2027,science,science,"P08 | D-1,B-3,E-5"
class-SCI8.4,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.4,scheduled,Lab 71,school-columbus-middle-school,term-2026-2027,science,science,"P06 | B-1,E-2,C-4"
class-SCI8.5,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.5,scheduled,Lab 72,school-columbus-middle-school,term-2026-2027,science,science,"P08 | D-1,B-3,E-5"
class-SCI8.6,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.6,scheduled,Lab 73,school-columbus-middle-school,term-2026-2027,science,science,"P03 | C-1,A-3,D-4"
class-SCI8.7,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.7,scheduled,Lab 73,school-columbus-middle-school,term-2026-2027,science,science,"P01 | A-1,D-2,B-4"
class-SCI8.8,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.8,scheduled,Lab 74,school-columbus-middle-school,term-2026-2027,science,science,"P02 | A-2,D-3,B-5"
class-SCI8.9,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.9,scheduled,Lab 84,school-columbus-middle-school,term-2026-2027,science,science,"P01 | A-1,D-2,B-4"
class-SCI8.10,active,2026-04-26T07:42:10.000Z,Science 8 (Earth),8,course-SCI8,SCI8.10,scheduled,Lab 74,school-columbus-middle-school,term-2026-2027,science,science,"P01 | A-1,D-2,B-4"
class-SS8.1,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.1,scheduled,Room 10,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P07 | B-2,E-4,C-5"
class-SS8.2,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.2,scheduled,Room 28,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P03 | C-1,A-3,D-4"
class-SS8.3,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.3,scheduled,Room 26,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P03 | C-1,A-3,D-4"
class-SS8.4,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.4,scheduled,Room 65,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P03 | C-1,A-3,D-4"
class-SS8.5,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.5,scheduled,Room 62,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P07 | B-2,E-4,C-5"
class-SS8.6,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.6,scheduled,Room 46,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P04 | C-2,A-4,D-5"
class-SS8.7,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.7,scheduled,Room 8,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P01 | A-1,D-2,B-4"
class-SS8.8,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.8,scheduled,Room 42,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P06 | B-1,E-2,C-4"
class-SS8.9,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.9,scheduled,Room 25,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P02 | A-2,D-3,B-5"
class-SS8.10,active,2026-04-26T07:42:10.000Z,World History 8,8,course-SS8,SS8.10,scheduled,Room 66,school-columbus-middle-school,term-2026-2027,social_studies,social_studies,"P03 | C-1,A-3,D-4"
class-SPAN8.1,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.1,scheduled,Room 3,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P05 | E-1,C-3,A-5"
class-SPAN8.2,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.2,scheduled,Room 52,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P04 | C-2,A-4,D-5"
class-SPAN8.3,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.3,scheduled,Room 58,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P08 | D-1,B-3,E-5"
class-SPAN8.4,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.4,scheduled,Room 6,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P05 | E-1,C-3,A-5"
class-SPAN8.5,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.5,scheduled,Room 50,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P04 | C-2,A-4,D-5"
class-SPAN8.6,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.6,scheduled,Room 4,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P02 | A-2,D-3,B-5"
class-SPAN8.7,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.7,scheduled,Room 66,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P07 | B-2,E-4,C-5"
class-SPAN8.8,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.8,scheduled,Room 5,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P06 | B-1,E-2,C-4"
class-SPAN8.9,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.9,scheduled,Room 70,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P01 | A-1,D-2,B-4"
class-SPAN8.10,active,2026-04-26T07:42:10.000Z,Spanish 8,8,course-SPAN8,SPAN8.10,scheduled,Room 67,school-columbus-middle-school,term-2026-2027,world_lang,world_lang,"P02 | A-2,D-3,B-5"
class-PE8.1,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.1,scheduled,Gymnasium 3,school-columbus-middle-school,term-2026-2027,pe,pe,"P02 | A-2,D-3,B-5"
class-PE8.2,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.2,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P08 | D-1,B-3,E-5"
class-PE8.3,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.3,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P06 | B-1,E-2,C-4"
class-PE8.4,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.4,scheduled,Gymnasium,school-columbus-middle-school,term-2026-2027,pe,pe,"P02 | A-2,D-3,B-5"
class-PE8.5,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.5,scheduled,Gymnasium 5,school-columbus-middle-school,term-2026-2027,pe,pe,"P04 | C-2,A-4,D-5"
class-PE8.6,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.6,scheduled,Gymnasium,school-columbus-middle-school,term-2026-2027,pe,pe,"P05 | E-1,C-3,A-5"
class-PE8.7,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.7,scheduled,Gymnasium 4,school-columbus-middle-school,term-2026-2027,pe,pe,"P01 | A-1,D-2,B-4"
class-PE8.8,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.8,scheduled,Gymnasium,school-columbus-middle-school,term-2026-2027,pe,pe,"P03 | C-1,A-3,D-4"
class-PE8.9,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.9,scheduled,Gymnasium,school-columbus-middle-school,term-2026-2027,pe,pe,"P07 | B-2,E-4,C-5"
class-PE8.10,active,2026-04-26T07:42:10.000Z,PE 8,8,course-PE8,PE8.10,scheduled,Gymnasium 2,school-columbus-middle-school,term-2026-2027,pe,pe,"P05 | E-1,C-3,A-5"
class-MUS_MS.1,active,2026-04-26T07:42:10.000Z,Band / Choir,7,course-MUS_MS,MUS_MS.1,scheduled,Music Hall,school-columbus-middle-school,term-2026-2027,arts,arts,"P02 | A-2,D-3,B-5"
class-MUS_MS.2,active,2026-04-26T07:42:10.000Z,Band / Choir,7,course-MUS_MS,MUS_MS.2,scheduled,Music Hall 5,school-columbus-middle-school,term-2026-2027,arts,arts,"P04 | C-2,A-4,D-5"
class-MUS_MS.3,active,2026-04-26T07:42:10.000Z,Band / Choir,7,course-MUS_MS,MUS_MS.3,scheduled,Music Hall 2,school-columbus-middle-school,term-2026-2027,arts,arts,"P06 | B-1,E-2,C-4"
class-MUS_MS.4,active,2026-04-26T07:42:10.000Z,Band / Choir,7,course-MUS_MS,MUS_MS.4,scheduled,Music Hall 2,school-columbus-middle-school,term-2026-2027,arts,arts,"P01 | A-1,D-2,B-4"
class-MUS_MS.5,active,2026-04-26T07:42:10.000Z,Band / Choir,7,course-MUS_MS,MUS_MS.5,scheduled,Music Hall,school-columbus-middle-school,term-2026-2027,arts,arts,"P04 | C-2,A-4,D-5"
class-DRAMA_MS.1,active,2026-04-26T07:42:10.000Z,Drama,7,course-DRAMA_MS,DRAMA_MS.1,scheduled,Art Studio 5,school-columbus-middle-school,term-2026-2027,arts,arts,"P03 | C-1,A-3,D-4"
class-DRAMA_MS.2,active,2026-04-26T07:42:10.000Z,Drama,7,course-DRAMA_MS,DRAMA_MS.2,scheduled,Art Studio 3,school-columbus-middle-school,term-2026-2027,arts,arts,"P02 | A-2,D-3,B-5"
class-DRAMA_MS.3,active,2026-04-26T07:42:10.000Z,Drama,7,course-DRAMA_MS,DRAMA_MS.3,scheduled,Art Studio,school-columbus-middle-school,term-2026-2027,arts,arts,"P02 | A-2,D-3,B-5"
class-DRAMA_MS.4,active,2026-04-26T07:42:10.000Z,Drama,7,course-DRAMA_MS,DRAMA_MS.4,scheduled,Art Studio 4,school-columbus-middle-school,term-2026-2027,arts,arts,"P08 | D-1,B-3,E-5"
class-DRAMA_MS.5,active,2026-04-26T07:42:10.000Z,Drama,7,course-DRAMA_MS,DRAMA_MS.5,scheduled,Art Studio,school-columbus-middle-school,term-2026-2027,arts,arts,"P04 | C-2,A-4,D-5"
class-TECH_MS.1,active,2026-04-26T07:42:10.000Z,Tech / Robotics,7,course-TECH_MS,TECH_MS.1,scheduled,Comp Lab 95,school-columbus-middle-school,term-2026-2027,tech,tech,"P03 | C-1,A-3,D-4"
class-TECH_MS.2,active,2026-04-26T07:42:10.000Z,Tech / Robotics,7,course-TECH_MS,TECH_MS.2,scheduled,Comp Lab 87,school-columbus-middle-school,term-2026-2027,tech,tech,"P01 | A-1,D-2,B-4"
class-TECH_MS.3,active,2026-04-26T07:42:10.000Z,Tech / Robotics,7,course-TECH_MS,TECH_MS.3,scheduled,Comp Lab 94,school-columbus-middle-school,term-2026-2027,tech,tech,"P04 | C-2,A-4,D-5"
class-TECH_MS.4,active,2026-04-26T07:42:10.000Z,Tech / Robotics,7,course-TECH_MS,TECH_MS.4,scheduled,Comp Lab 86,school-columbus-middle-school,term-2026-2027,tech,tech,"P03 | C-1,A-3,D-4"
class-TECH_MS.5,active,2026-04-26T07:42:10.000Z,Tech / Robotics,7,course-TECH_MS,TECH_MS.5,scheduled,Comp Lab 88,school-columbus-middle-school,term-2026-2027,tech,tech,"P01 | A-1,D-2,B-4"
class-ART_MS.1,active,2026-04-26T07:42:10.000Z,Visual Art,7,course-ART_MS,ART_MS.1,scheduled,Art Studio 5,school-columbus-middle-school,term-2026-2027,arts,arts,"P08 | D-1,B-3,E-5"
class-ART_MS.2,active,2026-04-26T07:42:10.000Z,Visual Art,7,course-ART_MS,ART_MS.2,scheduled,Art Studio,school-columbus-middle-school,term-2026-2027,arts,arts,"P08 | D-1,B-3,E-5"
class-ART_MS.3,active,2026-04-26T07:42:10.000Z,Visual Art,7,course-ART_MS,ART_MS.3,scheduled,Art Studio 4,school-columbus-middle-school,term-2026-2027,arts,arts,"P01 | A-1,D-2,B-4"
class-ART_MS.4,active,2026-04-26T07:42:10.000Z,Visual Art,7,course-ART_MS,ART_MS.4,scheduled,Art Studio 4,school-columbus-middle-school,term-2026-2027,arts,arts,"P04 | C-2,A-4,D-5"
class-ART_MS.5,active,2026-04-26T07:42:10.000Z,Visual Art,7,course-ART_MS,ART_MS.5,scheduled,Art Studio,school-columbus-middle-school,term-2026-2027,arts,arts,"P03 | C-1,A-3,D-4"
