sourcedId,status,dateLastModified,classSourcedId,schoolSourcedId,userSourcedId,role,primary,beginDate,endDate
enr-s-M2026084-MATH6.9,active,2026-04-26T07:42:10.000Z,class-MATH6.9,school-columbus-middle-school,student-M2026084,student,false,2026-08-01,2027-05-31
enr-s-M2026084-PE6.10,active,2026-04-26T07:42:10.000Z,class-PE6.10,school-columbus-middle-school,student-M2026084,student,false,2026-08-01,2027-05-31
enr-s-M2026084-SCI6.9,active,2026-04-26T07:42:10.000Z,class-SCI6.9,school-columbus-middle-school,student-M2026084,student,false,2026-08-01,2027-05-31
enr-s-M2026084-SPAN6.10,active,2026-04-26T07:42:10.000Z,class-SPAN6.10,school-columbus-middle-school,student-M2026084,student,false,2026-08-01,2027-05-31
enr-s-M2026084-SS6.10,active,2026-04-26T07:42:10.000Z,class-SS6.10,school-columbus-middle-school,student-M2026084,student,false,2026-08-01,2027-05-31
enr-s-M2026085-ADV_MS.26,active,2026-04-26T07:42:10.000Z,class-ADV_MS.26,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-ENG6.3,active,2026-04-26T07:42:10.000Z,class-ENG6.3,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-MATH6.6,active,2026-04-26T07:42:10.000Z,class-MATH6.6,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-PE6.9,active,2026-04-26T07:42:10.000Z,class-PE6.9,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-SCI6.7,active,2026-04-26T07:42:10.000Z,class-SCI6.7,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-SPAN6.6,active,2026-04-26T07:42:10.000Z,class-SPAN6.6,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026085-SS6.3,active,2026-04-26T07:42:10.000Z,class-SS6.3,school-columbus-middle-school,student-M2026085,student,false,2026-08-01,2027-05-31
enr-s-M2026086-ADV_MS.27,active,2026-04-26T07:42:10.000Z,class-ADV_MS.27,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-ENG6.3,active,2026-04-26T07:42:10.000Z,class-ENG6.3,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-MATH6.6,active,2026-04-26T07:42:10.000Z,class-MATH6.6,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-PE6.9,active,2026-04-26T07:42:10.000Z,class-PE6.9,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-SCI6.7,active,2026-04-26T07:42:10.000Z,class-SCI6.7,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-SPAN6.2,active,2026-04-26T07:42:10.000Z,class-SPAN6.2,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026086-SS6.5,active,2026-04-26T07:42:10.000Z,class-SS6.5,school-columbus-middle-school,student-M2026086,student,false,2026-08-01,2027-05-31
enr-s-M2026087-ADV_MS.26,active,2026-04-26T07:42:10.000Z,class-ADV_MS.26,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-ENG6.10,active,2026-04-26T07:42:10.000Z,class-ENG6.10,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-MATH6.4,active,2026-04-26T07:42:10.000Z,class-MATH6.4,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-PE6.7,active,2026-04-26T07:42:10.000Z,class-PE6.7,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-SCI6.10,active,2026-04-26T07:42:10.000Z,class-SCI6.10,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-SPAN6.8,active,2026-04-26T07:42:10.000Z,class-SPAN6.8,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026087-SS6.10,active,2026-04-26T07:42:10.000Z,class-SS6.10,school-columbus-middle-school,student-M2026087,student,false,2026-08-01,2027-05-31
enr-s-M2026088-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-ENG6.7,active,2026-04-26T07:42:10.000Z,class-ENG6.7,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-MATH6.9,active,2026-04-26T07:42:10.000Z,class-MATH6.9,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-PE6.8,active,2026-04-26T07:42:10.000Z,class-PE6.8,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-SCI6.10,active,2026-04-26T07:42:10.000Z,class-SCI6.10,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-SPAN6.4,active,2026-04-26T07:42:10.000Z,class-SPAN6.4,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026088-SS6.4,active,2026-04-26T07:42:10.000Z,class-SS6.4,school-columbus-middle-school,student-M2026088,student,false,2026-08-01,2027-05-31
enr-s-M2026089-ADV_MS.18,active,2026-04-26T07:42:10.000Z,class-ADV_MS.18,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-ENG6.3,active,2026-04-26T07:42:10.000Z,class-ENG6.3,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-MATH6.2,active,2026-04-26T07:42:10.000Z,class-MATH6.2,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-PE6.10,active,2026-04-26T07:42:10.000Z,class-PE6.10,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-SCI6.4,active,2026-04-26T07:42:10.000Z,class-SCI6.4,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-SPAN6.7,active,2026-04-26T07:42:10.000Z,class-SPAN6.7,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026089-SS6.5,active,2026-04-26T07:42:10.000Z,class-SS6.5,school-columbus-middle-school,student-M2026089,student,false,2026-08-01,2027-05-31
enr-s-M2026090-ADV_MS.24,active,2026-04-26T07:42:10.000Z,class-ADV_MS.24,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-ENG6.5,active,2026-04-26T07:42:10.000Z,class-ENG6.5,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-MATH6.7,active,2026-04-26T07:42:10.000Z,class-MATH6.7,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-PE6.7,active,2026-04-26T07:42:10.000Z,class-PE6.7,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-SCI6.5,active,2026-04-26T07:42:10.000Z,class-SCI6.5,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-SPAN6.10,active,2026-04-26T07:42:10.000Z,class-SPAN6.10,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026090-SS6.6,active,2026-04-26T07:42:10.000Z,class-SS6.6,school-columbus-middle-school,student-M2026090,student,false,2026-08-01,2027-05-31
enr-s-M2026091-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-MATH6.10,active,2026-04-26T07:42:10.000Z,class-MATH6.10,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-PE6.1,active,2026-04-26T07:42:10.000Z,class-PE6.1,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-SCI6.1,active,2026-04-26T07:42:10.000Z,class-SCI6.1,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-SPAN6.8,active,2026-04-26T07:42:10.000Z,class-SPAN6.8,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026091-SS6.1,active,2026-04-26T07:42:10.000Z,class-SS6.1,school-columbus-middle-school,student-M2026091,student,false,2026-08-01,2027-05-31
enr-s-M2026092-ADV_MS.23,active,2026-04-26T07:42:10.000Z,class-ADV_MS.23,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-ENG6.5,active,2026-04-26T07:42:10.000Z,class-ENG6.5,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-MATH6.4,active,2026-04-26T07:42:10.000Z,class-MATH6.4,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-PE6.8,active,2026-04-26T07:42:10.000Z,class-PE6.8,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-SCI6.2,active,2026-04-26T07:42:10.000Z,class-SCI6.2,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-SPAN6.3,active,2026-04-26T07:42:10.000Z,class-SPAN6.3,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026092-SS6.8,active,2026-04-26T07:42:10.000Z,class-SS6.8,school-columbus-middle-school,student-M2026092,student,false,2026-08-01,2027-05-31
enr-s-M2026093-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-MATH6.6,active,2026-04-26T07:42:10.000Z,class-MATH6.6,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-PE6.1,active,2026-04-26T07:42:10.000Z,class-PE6.1,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-SCI6.10,active,2026-04-26T07:42:10.000Z,class-SCI6.10,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-SPAN6.7,active,2026-04-26T07:42:10.000Z,class-SPAN6.7,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026093-SS6.8,active,2026-04-26T07:42:10.000Z,class-SS6.8,school-columbus-middle-school,student-M2026093,student,false,2026-08-01,2027-05-31
enr-s-M2026094-ADV_MS.23,active,2026-04-26T07:42:10.000Z,class-ADV_MS.23,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-ENG6.3,active,2026-04-26T07:42:10.000Z,class-ENG6.3,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-MATH6.1,active,2026-04-26T07:42:10.000Z,class-MATH6.1,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-PE6.9,active,2026-04-26T07:42:10.000Z,class-PE6.9,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-SCI6.10,active,2026-04-26T07:42:10.000Z,class-SCI6.10,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-SPAN6.8,active,2026-04-26T07:42:10.000Z,class-SPAN6.8,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026094-SS6.7,active,2026-04-26T07:42:10.000Z,class-SS6.7,school-columbus-middle-school,student-M2026094,student,false,2026-08-01,2027-05-31
enr-s-M2026095-ADV_MS.25,active,2026-04-26T07:42:10.000Z,class-ADV_MS.25,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-ENG6.9,active,2026-04-26T07:42:10.000Z,class-ENG6.9,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-MATH6.5,active,2026-04-26T07:42:10.000Z,class-MATH6.5,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-PE6.8,active,2026-04-26T07:42:10.000Z,class-PE6.8,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-SCI6.6,active,2026-04-26T07:42:10.000Z,class-SCI6.6,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-SPAN6.1,active,2026-04-26T07:42:10.000Z,class-SPAN6.1,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026095-SS6.6,active,2026-04-26T07:42:10.000Z,class-SS6.6,school-columbus-middle-school,student-M2026095,student,false,2026-08-01,2027-05-31
enr-s-M2026096-ADV_MS.23,active,2026-04-26T07:42:10.000Z,class-ADV_MS.23,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-MATH6.4,active,2026-04-26T07:42:10.000Z,class-MATH6.4,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-PE6.6,active,2026-04-26T07:42:10.000Z,class-PE6.6,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-SCI6.8,active,2026-04-26T07:42:10.000Z,class-SCI6.8,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-SPAN6.4,active,2026-04-26T07:42:10.000Z,class-SPAN6.4,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026096-SS6.5,active,2026-04-26T07:42:10.000Z,class-SS6.5,school-columbus-middle-school,student-M2026096,student,false,2026-08-01,2027-05-31
enr-s-M2026097-ADV_MS.15,active,2026-04-26T07:42:10.000Z,class-ADV_MS.15,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-ENG6.6,active,2026-04-26T07:42:10.000Z,class-ENG6.6,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-MATH6.8,active,2026-04-26T07:42:10.000Z,class-MATH6.8,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-PE6.10,active,2026-04-26T07:42:10.000Z,class-PE6.10,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-SCI6.3,active,2026-04-26T07:42:10.000Z,class-SCI6.3,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-SPAN6.2,active,2026-04-26T07:42:10.000Z,class-SPAN6.2,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026097-SS6.2,active,2026-04-26T07:42:10.000Z,class-SS6.2,school-columbus-middle-school,student-M2026097,student,false,2026-08-01,2027-05-31
enr-s-M2026098-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-MATH6.4,active,2026-04-26T07:42:10.000Z,class-MATH6.4,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-PE6.4,active,2026-04-26T07:42:10.000Z,class-PE6.4,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-SCI6.10,active,2026-04-26T07:42:10.000Z,class-SCI6.10,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-SPAN6.5,active,2026-04-26T07:42:10.000Z,class-SPAN6.5,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026098-SS6.1,active,2026-04-26T07:42:10.000Z,class-SS6.1,school-columbus-middle-school,student-M2026098,student,false,2026-08-01,2027-05-31
enr-s-M2026099-ADV_MS.23,active,2026-04-26T07:42:10.000Z,class-ADV_MS.23,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-ENG6.2,active,2026-04-26T07:42:10.000Z,class-ENG6.2,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-MATH6.7,active,2026-04-26T07:42:10.000Z,class-MATH6.7,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-PE6.3,active,2026-04-26T07:42:10.000Z,class-PE6.3,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-SCI6.9,active,2026-04-26T07:42:10.000Z,class-SCI6.9,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-SPAN6.2,active,2026-04-26T07:42:10.000Z,class-SPAN6.2,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026099-SS6.8,active,2026-04-26T07:42:10.000Z,class-SS6.8,school-columbus-middle-school,student-M2026099,student,false,2026-08-01,2027-05-31
enr-s-M2026100-ADV_MS.27,active,2026-04-26T07:42:10.000Z,class-ADV_MS.27,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-ENG6.9,active,2026-04-26T07:42:10.000Z,class-ENG6.9,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-MATH6.7,active,2026-04-26T07:42:10.000Z,class-MATH6.7,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-PE6.7,active,2026-04-26T07:42:10.000Z,class-PE6.7,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-SCI6.3,active,2026-04-26T07:42:10.000Z,class-SCI6.3,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-SPAN6.8,active,2026-04-26T07:42:10.000Z,class-SPAN6.8,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026100-SS6.9,active,2026-04-26T07:42:10.000Z,class-SS6.9,school-columbus-middle-school,student-M2026100,student,false,2026-08-01,2027-05-31
enr-s-M2026101-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-ENG6.7,active,2026-04-26T07:42:10.000Z,class-ENG6.7,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-MATH6.2,active,2026-04-26T07:42:10.000Z,class-MATH6.2,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-PE6.5,active,2026-04-26T07:42:10.000Z,class-PE6.5,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-SCI6.6,active,2026-04-26T07:42:10.000Z,class-SCI6.6,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-SPAN6.1,active,2026-04-26T07:42:10.000Z,class-SPAN6.1,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026101-SS6.2,active,2026-04-26T07:42:10.000Z,class-SS6.2,school-columbus-middle-school,student-M2026101,student,false,2026-08-01,2027-05-31
enr-s-M2026102-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-ENG6.7,active,2026-04-26T07:42:10.000Z,class-ENG6.7,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-MATH6.1,active,2026-04-26T07:42:10.000Z,class-MATH6.1,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-PE6.6,active,2026-04-26T07:42:10.000Z,class-PE6.6,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-SCI6.7,active,2026-04-26T07:42:10.000Z,class-SCI6.7,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-SPAN6.4,active,2026-04-26T07:42:10.000Z,class-SPAN6.4,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026102-SS6.3,active,2026-04-26T07:42:10.000Z,class-SS6.3,school-columbus-middle-school,student-M2026102,student,false,2026-08-01,2027-05-31
enr-s-M2026103-ADV_MS.26,active,2026-04-26T07:42:10.000Z,class-ADV_MS.26,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-MATH6.2,active,2026-04-26T07:42:10.000Z,class-MATH6.2,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-PE6.6,active,2026-04-26T07:42:10.000Z,class-PE6.6,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-SCI6.2,active,2026-04-26T07:42:10.000Z,class-SCI6.2,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-SPAN6.1,active,2026-04-26T07:42:10.000Z,class-SPAN6.1,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026103-SS6.7,active,2026-04-26T07:42:10.000Z,class-SS6.7,school-columbus-middle-school,student-M2026103,student,false,2026-08-01,2027-05-31
enr-s-M2026104-ADV_MS.24,active,2026-04-26T07:42:10.000Z,class-ADV_MS.24,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-ENG6.8,active,2026-04-26T07:42:10.000Z,class-ENG6.8,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-MATH6.7,active,2026-04-26T07:42:10.000Z,class-MATH6.7,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-PE6.5,active,2026-04-26T07:42:10.000Z,class-PE6.5,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-SCI6.5,active,2026-04-26T07:42:10.000Z,class-SCI6.5,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-SPAN6.6,active,2026-04-26T07:42:10.000Z,class-SPAN6.6,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026104-SS6.3,active,2026-04-26T07:42:10.000Z,class-SS6.3,school-columbus-middle-school,student-M2026104,student,false,2026-08-01,2027-05-31
enr-s-M2026105-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-ENG6.9,active,2026-04-26T07:42:10.000Z,class-ENG6.9,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-MATH6.7,active,2026-04-26T07:42:10.000Z,class-MATH6.7,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-PE6.2,active,2026-04-26T07:42:10.000Z,class-PE6.2,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-SCI6.7,active,2026-04-26T07:42:10.000Z,class-SCI6.7,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-SPAN6.5,active,2026-04-26T07:42:10.000Z,class-SPAN6.5,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026105-SS6.9,active,2026-04-26T07:42:10.000Z,class-SS6.9,school-columbus-middle-school,student-M2026105,student,false,2026-08-01,2027-05-31
enr-s-M2026106-ADV_MS.22,active,2026-04-26T07:42:10.000Z,class-ADV_MS.22,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-ENG6.2,active,2026-04-26T07:42:10.000Z,class-ENG6.2,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-MATH6.8,active,2026-04-26T07:42:10.000Z,class-MATH6.8,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-PE6.9,active,2026-04-26T07:42:10.000Z,class-PE6.9,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-SCI6.1,active,2026-04-26T07:42:10.000Z,class-SCI6.1,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-SPAN6.1,active,2026-04-26T07:42:10.000Z,class-SPAN6.1,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026106-SS6.8,active,2026-04-26T07:42:10.000Z,class-SS6.8,school-columbus-middle-school,student-M2026106,student,false,2026-08-01,2027-05-31
enr-s-M2026107-ADV_MS.1,active,2026-04-26T07:42:10.000Z,class-ADV_MS.1,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-ENG6.2,active,2026-04-26T07:42:10.000Z,class-ENG6.2,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-MATH6.2,active,2026-04-26T07:42:10.000Z,class-MATH6.2,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-PE6.2,active,2026-04-26T07:42:10.000Z,class-PE6.2,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-SCI6.4,active,2026-04-26T07:42:10.000Z,class-SCI6.4,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-SPAN6.8,active,2026-04-26T07:42:10.000Z,class-SPAN6.8,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026107-SS6.10,active,2026-04-26T07:42:10.000Z,class-SS6.10,school-columbus-middle-school,student-M2026107,student,false,2026-08-01,2027-05-31
enr-s-M2026108-ADV_MS.24,active,2026-04-26T07:42:10.000Z,class-ADV_MS.24,school-columbus-middle-school,student-M2026108,student,false,2026-08-01,2027-05-31
enr-s-M2026108-ENG6.1,active,2026-04-26T07:42:10.000Z,class-ENG6.1,school-columbus-middle-school,student-M2026108,student,false,2026-08-01,2027-05-31
enr-s-M2026108-MATH6.1,active,2026-04-26T07:42:10.000Z,class-MATH6.1,school-columbus-middle-school,student-M2026108,student,false,2026-08-01,2027-05-31
enr-s-M2026108-PE6.3,active,2026-04-26T07:42:10.000Z,class-PE6.3,school-columbus-middle-school,student-M2026108,student,false,2026-08-01,2027-05-31
enr-s-M2026108-SCI6.8,active,2026-04-26T07:42:10.000Z,class-SCI6.8,school-columbus-middle-school,student-M2026108,student,false,2026-08-01,2027-05-31
